Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
195.000000	4	class2	------	3.000000	0.476800	0.500530	0.537037	0.021600	0.021044	0.147100	1.050366	1.000000	0.021690	0.001060	0.011600	0.978956	0.022104	0.000264	0.500530	
195.000000	5	class2	------	3.000000	0.476400	0.497603	0.508287	0.072400	0.074916	0.254693	0.936010	0.000000	0.065667	-0.004794	0.036800	0.925084	0.070122	-0.001196	0.497603	
195.000000	6	class2	------	2.000000	0.485200	0.503322	0.537092	0.134800	0.131313	0.346182	1.050598	1.000000	0.123297	0.006644	0.072400	0.868687	0.137957	0.001657	0.503322	
195.000000	7	class2	------	3.000000	0.480000	0.504295	0.730769	0.010400	0.005892	0.119985	2.457753	1.000000	0.014405	0.008589	0.007600	0.994108	0.014482	0.002142	0.504295	
195.000000	8	class2	------	3.000000	0.485200	0.508255	0.640449	0.035600	0.026936	0.205609	1.612900	1.000000	0.042411	0.016509	0.022800	0.973064	0.043445	0.004117	0.508255	
------	------	------	9.000000	2.777778	0.489778	0.503096	0.528238	0.120889	0.117632	0.254708	1.155321	0.555556	0.098732	0.006192	0.064978	0.882368	0.123823	0.001544	0.503096	
196.000000	0	class1	------	5.000000	0.532800	0.499732	0.400000	0.002000	0.002251	0.041351	0.761497	0.000000	0.001709	-0.000537	0.000800	0.997749	0.001714	-0.000134	0.499732	
196.000000	1	class2	------	3.000000	0.465600	0.498021	0.448276	0.011600	0.013710	0.098075	0.711318	0.000000	0.009637	-0.003958	0.005200	0.986290	0.009752	-0.000985	0.498021	
196.000000	2	class2	------	1.000000	0.518000	0.517920	0.550955	0.502400	0.483290	0.517918	1.074157	1.000000	0.364787	0.035839	0.276800	0.516710	0.519130	0.008920	0.517920	
196.000000	3	class2	------	3.000000	0.490800	0.514929	0.587209	0.137600	0.121680	0.364827	1.245385	1.000000	0.136949	0.029858	0.080800	0.878320	0.151538	0.007432	0.514929	
196.000000	4	class2	------	1.000000	0.522800	0.522474	0.555292	0.506400	0.482434	0.522451	1.093170	1.000000	0.370781	0.044948	0.281200	0.517566	0.527382	0.011188	0.522474	
196.000000	5	class2	------	1.000000	0.519200	0.543108	0.683473	0.142800	0.096829	0.406598	1.890393	1.000000	0.168741	0.086216	0.097600	0.903171	0.183046	0.021459	0.543108	
196.000000	6	class2	------	3.000000	0.500400	0.528840	0.728261	0.073600	0.042845	0.310190	2.346257	1.000000	0.096891	0.057680	0.053600	0.957155	0.100525	0.014356	0.528840	
------	------	------	7.000000	2.428571	0.507086	0.517861	0.564781	0.196629	0.177577	0.323059	1.303168	0.714286	0.164214	0.035721	0.113714	0.822423	0.213298	0.008891	0.517861	
197.000000	0	class1	------	10.000000	0.552000	0.501057	0.666667	0.002400	0.001451	0.059665	2.456328	1.000000	0.003559	0.002114	0.001600	0.998549	0.003565	0.000523	0.501057	
197.000000	1	class2	------	13.000000	0.448800	0.499834	0.500000	0.001600	0.001783	0.038063	0.814224	0.000000	0.001449	-0.000331	0.000800	0.998217	0.001451	-0.000082	0.499834	
------	------	------	2.000000	11.500000	0.500400	0.500446	0.583333	0.002000	0.001617	0.048864	1.635276	0.500000	0.002504	0.000891	0.001200	0.998383	0.002508	0.000220	0.500446	
198.000000	0	class1	------	2.000000	0.563600	0.518686	0.956522	0.018400	0.001463	0.196922	26.543689	1.000000	0.038767	0.037372	0.017600	0.998537	0.038835	0.009261	0.518686	
198.000000	1	class2	------	4.000000	0.452400	0.499117	0.000000	0.000800	0.001765	0.000000	0.000000	0.000000	0.000000	-0.001765	0.000000	0.998235	0.000000	-0.000437	0.499117	
------	------	------	2.000000	3.000000	0.508000	0.508902	0.478261	0.009600	0.001614	0.098461	13.271845	0.500000	0.019383	0.017803	0.008800	0.998386	0.019417	0.004412	0.508902	
199.000000	0	class1	------	3.000000	0.567600	0.521492	0.944444	0.021600	0.002188	0.212306	20.643933	1.000000	0.045053	0.042985	0.020400	0.997812	0.045173	0.010645	0.521492	
199.000000	1	class2	------	3.000000	0.472400	0.518730	0.948276	0.023200	0.002657	0.200025	15.097253	1.000000	0.040029	0.037459	0.022000	0.997343	0.040117	0.009277	0.518730	
------	------	------	2.000000	3.000000	0.520000	0.520111	0.946360	0.022400	0.002423	0.206166	17.870593	1.000000	0.042541	0.040222	0.021200	0.997577	0.042645	0.009961	0.520111	
200.000000	0	class1	------	6.000000	0.547200	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
200.000000	1	class2	------	4.000000	0.480400	0.513485	0.591512	0.150800	0.136042	0.375280	1.198242	1.000000	0.146518	0.026969	0.089200	0.863958	0.163012	0.006682	0.513485	
------	------	------	2.000000	5.000000	0.513800	0.506742	0.295756	0.075400	0.068021	0.187640	0.599121	0.500000	0.073259	0.013485	0.044600	0.931979	0.081506	0.003341	0.506742	
201.000000	0	class1	------	3.000000	0.542400	0.504419	0.605263	0.015200	0.011128	0.140510	1.794213	1.000000	0.019709	0.008838	0.009200	0.988872	0.019965	0.002196	0.504419	
201.000000	1	class2	------	3.000000	0.463600	0.501839	0.612903	0.012400	0.010417	0.118102	1.353116	1.000000	0.013971	0.003678	0.007600	0.989583	0.014095	0.000914	0.501839	
------	------	------	2.000000	3.000000	0.503000	0.503129	0.609083	0.013800	0.010772	0.129306	1.573664	1.000000	0.016840	0.006258	0.008400	0.989228	0.017030	0.001555	0.503129	
202.000000	0	class1	------	3.000000	0.536800	0.502317	0.727273	0.004400	0.002244	0.082845	3.065635	1.000000	0.006861	0.004635	0.003200	0.997756	0.006879	0.001153	0.502317	
202.000000	1	class2	------	3.000000	0.466400	0.500786	0.600000	0.006000	0.005159	0.081834	1.304787	1.000000	0.006701	0.001572	0.003600	0.994841	0.006731	0.000391	0.500786	
------	------	------	2.000000	3.000000	0.501600	0.501552	0.663636	0.005200	0.003701	0.082339	2.185211	1.000000	0.006781	0.003104	0.003400	0.996299	0.006805	0.000772	0.501552	
203.000000	0	class1	------	3.000000	0.500000	0.500406	0.461599	0.505200	0.504826	0.500379	1.001608	1.000000	0.318058	0.000812	0.233200	0.495174	0.505637	0.000202	0.500406	
203.000000	1	class1	------	2.000000	0.518400	0.518980	0.479842	0.506000	0.488493	0.518926	1.077708	1.000000	0.335174	0.037960	0.242800	0.511507	0.526453	0.009433	0.518980	
203.000000	2	class1	------	2.000000	0.536000	0.498776	0.431373	0.020400	0.021529	0.136638	0.886264	0.000000	0.018613	-0.002449	0.008800	0.978471	0.019081	-0.000608	0.498776	
203.000000	3	class1	------	2.000000	0.518000	0.498935	0.459119	0.254400	0.255382	0.434254	0.991660	0.000000	0.195057	-0.002130	0.116800	0.744618	0.253252	-0.000529	0.498935	
203.000000	4	class1	------	3.000000	0.534800	0.500847	0.467949	0.062400	0.061618	0.243745	1.027503	1.000000	0.059061	0.001695	0.029200	0.938382	0.063313	0.000421	0.500847	
203.000000	5	class1	------	1.000000	0.598000	0.570863	0.704420	0.144800	0.079436	0.451214	2.784163	1.000000	0.202381	0.141726	0.102000	0.920564	0.221162	0.035218	0.570863	
203.000000	6	class1	------	3.000000	0.533600	0.496299	0.367347	0.019600	0.023014	0.123500	0.678343	0.000000	0.015203	-0.007403	0.007200	0.976986	0.015611	-0.001840	0.496299	
203.000000	7	class1	------	3.000000	0.546000	0.509867	0.607143	0.033600	0.024499	0.207723	1.805488	1.000000	0.043002	0.019734	0.020400	0.975501	0.044232	0.004904	0.509867	
203.000000	8	class1	------	3.000000	0.538400	0.500566	0.483871	0.012400	0.011878	0.113380	1.095241	1.000000	0.012831	0.001131	0.006000	0.988122	0.013010	0.000281	0.500566	
203.000000	9	class2	------	3.000000	0.468400	0.506244	0.781250	0.012800	0.006071	0.135820	3.057058	1.000000	0.018464	0.012489	0.010000	0.993929	0.018560	0.003103	0.506244	
------	------	------	10.000000	2.500000	0.529160	0.510178	0.524391	0.157160	0.147675	0.286558	1.440503	0.700000	0.121784	0.020357	0.077640	0.852325	0.168031	0.005058	0.510178	
204.000000	0	class1	------	11.000000	0.541200	0.500332	0.500000	0.004000	0.003695	0.065902	1.179599	1.000000	0.004340	0.000664	0.002000	0.996305	0.004359	0.000165	0.500332	
204.000000	1	class2	------	2.000000	0.463600	0.499059	0.534483	0.069600	0.070619	0.252749	0.973338	0.000000	0.064854	-0.001883	0.037200	0.929381	0.068736	-0.000468	0.499059	
204.000000	2	class2	------	2.000000	0.457200	0.496531	0.464286	0.022400	0.026155	0.136799	0.734713	0.000000	0.018800	-0.006939	0.010400	0.973845	0.019217	-0.001723	0.496531	
204.000000	3	class2	------	11.000000	0.460800	0.501781	0.857143	0.002800	0.000872	0.066564	5.086475	1.000000	0.004431	0.003563	0.002400	0.999128	0.004435	0.000885	0.501781	
204.000000	4	class2	------	2.000000	0.460400	0.499819	0.537037	0.021600	0.021796	0.144799	0.983385	0.000000	0.021045	-0.000362	0.011600	0.978204	0.021434	-0.000090	0.499819	
204.000000	5	class2	------	3.000000	0.473600	0.511483	0.679612	0.041200	0.028771	0.224161	1.798249	1.000000	0.050505	0.022966	0.028000	0.971229	0.051737	0.005703	0.511483	
204.000000	6	class2	------	3.000000	0.458400	0.498768	0.480000	0.010000	0.011334	0.093641	0.782535	0.000000	0.008785	-0.002465	0.004800	0.988666	0.008869	-0.000612	0.498768	
------	------	------	7.000000	4.857143	0.473600	0.501110	0.578937	0.024514	0.023320	0.140659	1.648327	0.428571	0.024680	0.002221	0.013771	0.976680	0.025541	0.000551	0.501110	
205.000000	0	class1	------	2.000000	0.568400	0.519008	0.572222	0.072000	0.055197	0.296762	1.688723	1.000000	0.087140	0.038016	0.041200	0.944803	0.093213	0.009376	0.519008	
205.000000	1	class1	------	1.000000	0.596400	0.554915	0.641176	0.136000	0.087455	0.424301	2.255842	1.000000	0.177669	0.109830	0.087200	0.912545	0.197285	0.027088	0.554915	
205.000000	2	class2	------	2.000000	0.458800	0.509128	0.625000	0.067200	0.057014	0.266416	1.320191	1.000000	0.072016	0.018255	0.042000	0.942986	0.075269	0.004502	0.509128	
------	------	------	3.000000	1.666667	0.541200	0.527683	0.612800	0.091733	0.066555	0.329160	1.754919	1.000000	0.112275	0.055367	0.056800	0.933445	0.121922	0.013655	0.527683	
206.000000	0	class1	------	2.000000	0.567600	0.519028	0.920000	0.020000	0.002905	0.202096	14.101069	1.000000	0.040816	0.038057	0.018400	0.997095	0.040962	0.009416	0.519028	
206.000000	1	class2	------	4.000000	0.449600	0.499131	0.516129	0.012400	0.013357	0.107071	0.869910	0.000000	0.011494	-0.001738	0.006400	0.986643	0.011619	-0.000430	0.499131	
------	------	------	2.000000	3.000000	0.508600	0.509080	0.718065	0.016200	0.008131	0.154584	7.485489	0.500000	0.026155	0.018160	0.012400	0.991869	0.026291	0.004493	0.509080	
207.000000	0	class1	------	11.000000	0.545200	0.502763	0.800000	0.004000	0.001474	0.083599	4.748906	1.000000	0.006987	0.005525	0.003200	0.998526	0.006999	0.001371	0.502763	
207.000000	1	class1	------	4.000000	0.544800	0.502325	0.777778	0.003600	0.001474	0.078200	4.155293	1.000000	0.006114	0.004650	0.002800	0.998526	0.006124	0.001154	0.502325	
207.000000	2	class2	------	3.000000	0.475200	0.512373	0.634731	0.066800	0.053368	0.271928	1.463667	1.000000	0.074753	0.024745	0.042400	0.946632	0.078113	0.006141	0.512373	
207.000000	3	class2	------	2.000000	0.478800	0.519897	1.000000	0.021600	0.000000	0.199483	INFINITY	1.000000	0.039794	0.039794	0.021600	1.000000	0.039794	0.009876	0.519897	
207.000000	4	class2	------	1.000000	0.476800	0.508052	0.572271	0.135600	0.126859	0.353308	1.126938	1.000000	0.129161	0.016103	0.077600	0.873141	0.142962	0.003996	0.508052	
------	------	------	5.000000	4.200000	0.504160	0.509082	0.756956	0.046320	0.036635	0.197304	INFINITY	1.000000	0.051362	0.018164	0.029520	0.963365	0.054799	0.004508	0.509082	
208.000000	0	class1	------	3.000000	0.555600	0.511151	0.931034	0.011600	0.001466	0.154054	16.209507	1.000000	0.023726	0.022301	0.010800	0.998534	0.023768	0.005529	0.511151	
208.000000	1	class2	------	2.000000	0.472400	0.516496	1.000000	0.018000	0.000000	0.181635	INFINITY	1.000000	0.032991	0.032991	0.018000	1.000000	0.032991	0.008179	0.516496	
------	------	------	2.000000	2.500000	0.514000	0.513823	0.965517	0.014800	0.000733	0.167845	INFINITY	1.000000	0.028359	0.027646	0.014400	0.999267	0.028379	0.006854	0.513823	
209.000000	0	class1	------	3.000000	0.541600	0.502609	0.494382	0.035600	0.033210	0.192748	1.157108	1.000000	0.036975	0.005218	0.017600	0.966790	0.038428	0.001295	0.502609	
209.000000	1	class1	------	1.000000	0.516800	0.486566	0.410765	0.141200	0.153506	0.327411	0.824971	0.000000	0.107169	-0.026868	0.058000	0.846494	0.126638	-0.006670	0.486566	
209.000000	2	class1	------	3.000000	0.546400	0.505210	0.739130	0.009200	0.004428	0.121579	3.352984	1.000000	0.014770	0.010419	0.006800	0.995572	0.014847	0.002586	0.505210	
209.000000	3	class1	------	2.000000	0.528400	0.528602	0.486400	0.500000	0.473801	0.528596	1.120734	1.000000	0.340235	0.057204	0.243200	0.526199	0.531004	0.014200	0.528602	
209.000000	4	class1	------	3.000000	0.497600	0.498091	0.456126	0.506000	0.507749	0.498056	0.992479	0.000000	0.314785	-0.003819	0.230800	0.492251	0.503930	-0.000948	0.498091	
209.000000	5	class1	------	3.000000	0.540800	0.500179	0.463415	0.016400	0.016236	0.127767	1.022033	1.000000	0.016281	0.000358	0.007600	0.983764	0.016594	0.000089	0.500179	
209.000000	6	class1	------	3.000000	0.539600	0.498869	0.421053	0.015200	0.016236	0.117247	0.860659	0.000000	0.013710	-0.002262	0.006400	0.983764	0.013974	-0.000562	0.498869	
209.000000	7	class1	------	2.000000	0.520800	0.499122	0.456198	0.242000	0.242804	0.427224	0.992766	0.000000	0.187246	-0.001756	0.110400	0.757196	0.241048	-0.000436	0.499122	
209.000000	8	class1	------	1.000000	0.534000	0.504667	0.473404	0.150400	0.146125	0.364338	1.063870	1.000000	0.132539	0.009333	0.071200	0.853875	0.155459	0.002317	0.504667	
209.000000	9	class2	------	2.000000	0.483600	0.523616	1.000000	0.025600	0.000000	0.217330	INFINITY	1.000000	0.047232	0.047232	0.025600	1.000000	0.047232	0.011725	0.523616	
------	------	------	10.000000	2.300000	0.524960	0.504753	0.540087	0.164160	0.159410	0.292230	INFINITY	0.600000	0.121094	0.009506	0.077760	0.840590	0.168915	0.002360	0.504753	
210.000000	0	class1	------	3.000000	0.543200	0.505207	0.720000	0.010000	0.005197	0.124621	3.004089	1.000000	0.015517	0.010415	0.007200	0.994803	0.015611	0.002588	0.505207	
210.000000	1	class2	------	4.000000	0.466800	0.505009	0.850000	0.008000	0.002602	0.112195	4.850532	1.000000	0.012593	0.010019	0.006800	0.997398	0.012621	0.002490	0.505009	
------	------	------	2.000000	3.500000	0.505000	0.505108	0.785000	0.009000	0.003899	0.118408	3.927310	1.000000	0.014055	0.010217	0.007000	0.996101	0.014116	0.002539	0.505108	
211.000000	0	class1	------	3.000000	0.518000	0.496593	0.432990	0.038800	0.042049	0.183721	0.837950	0.000000	0.033681	-0.006814	0.016800	0.957951	0.035235	-0.001700	0.496593	
211.000000	1	class1	------	2.000000	0.529600	0.512552	0.524242	0.132000	0.120031	0.357371	1.209144	1.000000	0.128243	0.025104	0.069200	0.879969	0.145134	0.006262	0.512552	
211.000000	2	class1	------	3.000000	0.530400	0.507736	0.821429	0.011200	0.003823	0.138642	5.047651	1.000000	0.019215	0.015473	0.009200	0.996177	0.019295	0.003860	0.507736	
211.000000	3	class1	------	2.000000	0.521600	0.499550	0.467742	0.024800	0.025229	0.153997	0.964308	0.000000	0.023673	-0.000900	0.011600	0.974771	0.024329	-0.000225	0.499550	
211.000000	4	class1	------	2.000000	0.526400	0.504174	0.576923	0.020800	0.016820	0.157304	1.496339	1.000000	0.024712	0.008348	0.012000	0.983180	0.025168	0.002083	0.504174	
211.000000	5	class1	------	3.000000	0.525600	0.502554	0.875000	0.003200	0.000765	0.076603	7.681208	1.000000	0.005868	0.005108	0.002800	0.999235	0.005872	0.001274	0.502554	
211.000000	6	class1	------	3.000000	0.523600	0.502056	0.505618	0.035600	0.033639	0.191002	1.122254	1.000000	0.036408	0.004113	0.018000	0.966361	0.037752	0.001026	0.502056	
211.000000	7	class1	------	3.000000	0.517200	0.494638	0.285714	0.014000	0.019113	0.090713	0.438926	0.000000	0.008217	-0.010724	0.004000	0.980887	0.008389	-0.002675	0.494638	
211.000000	8	class2	------	2.000000	0.499200	0.521407	1.000000	0.022400	0.000000	0.206914	INFINITY	1.000000	0.042813	0.042813	0.022400	1.000000	0.042813	0.010680	0.521407	
------	------	------	9.000000	2.555556	0.521289	0.504584	0.609962	0.033644	0.029052	0.172918	INFINITY	0.666667	0.035870	0.009169	0.018444	0.970948	0.038221	0.002287	0.504584	
212.000000	0	class1	------	4.000000	0.536400	0.501033	0.625000	0.003200	0.002240	0.065551	1.922194	1.000000	0.004296	0.002066	0.002000	0.997760	0.004307	0.000514	0.501033	
212.000000	1	class2	------	2.000000	0.482800	0.517177	1.000000	0.018400	0.000000	0.185348	INFINITY	1.000000	0.034354	0.034354	0.018400	1.000000	0.034354	0.008545	0.517177	
------	------	------	2.000000	3.000000	0.509600	0.509105	0.812500	0.010800	0.001120	0.125450	INFINITY	1.000000	0.019325	0.018210	0.010200	0.998880	0.019330	0.004529	0.509105	
213.000000	0	class1	------	2.000000	0.532400	0.496802	0.436464	0.072400	0.075332	0.252472	0.915084	0.000000	0.063301	-0.006397	0.031600	0.924668	0.068935	-0.001588	0.496802	
213.000000	1	class1	------	3.000000	0.541200	0.500435	0.480000	0.010000	0.009601	0.101836	1.090616	1.000000	0.010354	0.000870	0.004800	0.990399	0.010471	0.000216	0.500435	
213.000000	2	class1	------	3.000000	0.548800	0.508725	0.704545	0.017600	0.009601	0.163679	2.817425	1.000000	0.026747	0.017449	0.012400	0.990399	0.027051	0.004332	0.508725	
213.000000	3	class1	------	2.000000	0.536800	0.501266	0.467033	0.072800	0.071640	0.262407	1.035336	1.000000	0.068383	0.002531	0.034000	0.928360	0.074171	0.000628	0.501266	
213.000000	4	class1	------	1.000000	0.554000	0.525657	0.539440	0.157200	0.133678	0.400327	1.383857	1.000000	0.159759	0.051313	0.084800	0.866322	0.184991	0.012740	0.525657	
213.000000	5	class1	------	2.000000	0.537200	0.497681	0.412698	0.025200	0.027326	0.148552	0.830244	0.000000	0.021978	-0.004639	0.010400	0.972674	0.022688	-0.001152	0.497681	
213.000000	6	class1	------	3.000000	0.537200	0.502037	0.471503	0.077200	0.075332	0.270970	1.054084	1.000000	0.072917	0.004074	0.036400	0.924668	0.079407	0.001012	0.502037	
213.000000	7	class2	------	3.000000	0.457600	0.498926	0.375000	0.003200	0.004363	0.046968	0.507829	0.000000	0.002208	-0.002147	0.001200	0.995637	0.002216	-0.000533	0.498926	
------	------	------	8.000000	2.375000	0.530650	0.503941	0.485835	0.054450	0.050859	0.205902	1.204309	0.625000	0.053206	0.007882	0.026950	0.949141	0.058741	0.001957	0.503941	
214.000000	0	class1	------	4.000000	0.536000	0.500974	0.666667	0.002400	0.001495	0.058628	2.302926	1.000000	0.003436	0.001948	0.001600	0.998505	0.003442	0.000484	0.500974	
214.000000	1	class2	------	2.000000	0.480000	0.514200	1.000000	0.015200	0.000000	0.168525	INFINITY	1.000000	0.028401	0.028401	0.015200	1.000000	0.028401	0.007065	0.514200	
------	------	------	2.000000	3.000000	0.508000	0.507587	0.833333	0.008800	0.000747	0.113576	INFINITY	1.000000	0.015919	0.015174	0.008400	0.999253	0.015921	0.003775	0.507587	
215.000000	0	class1	------	3.000000	0.546400	0.500412	0.468750	0.012800	0.012427	0.114395	1.066306	1.000000	0.013055	0.000824	0.006000	0.987573	0.013251	0.000204	0.500412	
215.000000	1	class2	------	4.000000	0.461200	0.506685	0.723404	0.018800	0.011484	0.156743	2.164193	1.000000	0.024620	0.013370	0.013600	0.988516	0.024854	0.003313	0.506685	
------	------	------	2.000000	3.500000	0.503800	0.503548	0.596077	0.015800	0.011955	0.135569	1.615249	1.000000	0.018837	0.007097	0.009800	0.988045	0.019052	0.001758	0.503548	
216.000000	0	class1	------	3.000000	0.519200	0.519102	0.474658	0.497200	0.479794	0.519101	1.079626	1.000000	0.329241	0.038204	0.236000	0.520206	0.517998	0.009476	0.519102	
216.000000	1	class1	------	2.000000	0.556800	0.526354	0.540052	0.154800	0.130786	0.399369	1.403010	1.000000	0.158694	0.052708	0.083600	0.869214	0.183494	0.013073	0.526354	
